epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,fg_mean
60,228.8988,178.1489,0.940162,0.897409,13.3472,False,0.641193
61,225.5341,172.1797,0.925522,0.900846,13.1217,False,0.641053
62,225.5383,189.9789,0.96398,0.890596,13.7833,False,0.643465
63,222.4071,183.3709,0.953734,0.894401,13.5415,False,0.641977
64,223.7153,192.1516,0.930318,0.889345,13.8619,False,0.643186
65,224.8751,172.7622,0.961307,0.900511,13.1439,False,0.643144
66,215.7672,186.4777,0.918839,0.892612,13.6557,False,0.645159
67,220.2623,176.4708,0.925651,0.898375,13.2842,False,0.645084
68,211.5446,172.9147,0.953488,0.900423,13.1497,False,0.644869
69,218.4133,199.7191,0.878717,0.884987,14.1322,False,0.647373
70,211.1909,159.5854,0.938199,0.908099,12.6327,False,0.646323
71,213.2306,151.927,0.947652,0.912509,12.3259,False,0.648341
72,205.2893,166.6979,0.950548,0.904003,12.9112,False,0.648904
73,199.8836,159.9988,0.924413,0.907861,12.6491,False,0.64986
74,207.8915,155.2773,0.945532,0.91058,12.461,False,0.647769
75,198.9527,155.7531,0.941996,0.910306,12.4801,False,0.650179
76,196.8485,184.1725,0.959668,0.89394,13.571,False,0.650092
77,191.2732,166.7479,0.95199,0.903974,12.9131,False,0.652898
78,199.967,151.9753,0.931795,0.912481,12.3278,False,0.650143
79,190.9737,152.9627,0.951843,0.911913,12.3678,False,0.652991
80,189.6912,154.5897,0.971661,0.910976,12.4334,False,0.654648
81,191.2893,155.8417,0.930149,0.910255,12.4837,False,0.64946
82,191.4303,187.8418,0.953318,0.891827,13.7055,False,0.648228
83,184.7914,145.1884,0.926675,0.91639,12.0494,False,0.656533
84,186.7075,149.2332,0.931665,0.91406,12.2161,False,0.653092
85,183.1219,155.4457,0.947041,0.910483,12.4678,False,0.654659
86,186.1899,155.48,0.949491,0.910463,12.4692,False,0.661551
87,182.4509,155.1082,0.957913,0.910677,12.4542,False,0.660278
88,181.2287,137.5305,0.951842,0.9208,11.7273,False,0.661144
89,179.2795,135.4537,0.944921,0.921996,11.6385,False,0.660644
90,175.5401,144.2535,0.958309,0.916928,12.0106,False,0.661607
91,176.4661,157.2205,0.942402,0.909461,12.5388,False,0.664192
92,176.8336,131.7241,0.938258,0.924143,11.4771,False,0.662502
93,178.8449,156.6013,0.953628,0.909817,12.514,False,0.664457
94,174.8028,147.4579,0.92813,0.915083,12.1432,False,0.661601
95,176.3739,143.4274,0.917926,0.917404,11.9761,False,0.662668
96,175.0294,185.8153,0.927971,0.892994,13.6314,False,0.67148
97,177.0266,154.743,0.950931,0.910888,12.4396,False,0.666983
98,170.6226,156.8551,0.948602,0.909671,12.5242,False,0.672028
99,169.9525,148.887,0.949995,0.91426,12.2019,False,0.6711
100,166.4398,146.1936,0.929238,0.915811,12.0911,False,0.667625
101,165.1518,150.2986,0.941794,0.913447,12.2596,False,0.672866
102,164.4985,131.9258,0.960392,0.924027,11.4859,False,0.673306
103,162.9245,143.59,0.929732,0.91731,11.9829,False,0.67191
104,161.9579,144.2234,0.949429,0.916945,12.0093,False,0.675033
105,161.7676,129.5089,0.961286,0.925419,11.3802,False,0.675473
106,156.5309,124.5967,0.964206,0.928248,11.1623,False,0.679454
107,160.8433,149.5291,0.962708,0.91389,12.2282,False,0.678453
108,157.6003,138.675,0.922746,0.920141,11.776,False,0.679897
109,158.3258,138.0369,0.972621,0.920508,11.7489,False,0.680732
110,158.4129,138.7817,0.937159,0.920079,11.7806,False,0.680887
111,152.3658,155.4686,0.957973,0.91047,12.4687,False,0.683003
112,157.0216,131.0843,0.948074,0.924512,11.4492,False,0.684094
113,157.1692,125.9003,0.936828,0.927497,11.2205,False,0.684235
114,154.9134,119.8511,0.936014,0.930981,10.9477,False,0.685649
115,154.0056,140.3339,0.954842,0.919185,11.8463,False,0.685398
116,154.8611,136.1537,0.960521,0.921593,11.6685,False,0.687806
117,154.5385,117.7515,0.958496,0.93219,10.8513,False,0.687191
118,149.6659,136.3557,0.95744,0.921476,11.6771,False,0.690626
119,152.6614,130.7746,0.949861,0.92469,11.4357,False,0.689028
120,151.4149,131.3174,0.957645,0.924378,11.4594,False,0.691419
121,149.2705,136.9135,0.962687,0.921155,11.701,False,0.692222
122,150.4984,144.9796,0.949274,0.91651,12.0407,False,0.691404
123,148.1141,132.9499,0.94156,0.923438,11.5304,False,0.696517
124,148.5266,125.9847,0.936368,0.927449,11.2243,False,0.697471
125,146.2903,129.375,0.946091,0.925496,11.3743,False,0.697198
126,146.9629,141.5321,0.966903,0.918495,11.8967,False,0.698529
127,146.6757,134.037,0.947379,0.922812,11.5774,False,0.698248
128,146.8456,135.6159,0.981124,0.921902,11.6454,False,0.696037
129,147.1458,153.4798,0.970246,0.911615,12.3887,False,0.703556
130,145.3437,136.4825,0.94167,0.921403,11.6826,False,0.69859
131,144.3246,125.0453,0.956929,0.92799,11.1824,False,0.700405
132,144.6263,157.0029,0.916435,0.909586,12.5301,True,0.696867
