epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,fg_mean
93,164.4722,142.7631,0.948633,0.917786,11.9484,False,0.651576
94,164.211,148.3203,0.942068,0.914586,12.1787,False,0.657881
95,171.8928,141.1472,0.961049,0.918717,11.8805,False,0.65925
96,167.5757,133.8987,0.938431,0.922891,11.5715,False,0.653735
97,170.6873,138.3251,0.929761,0.920342,11.7612,False,0.655746
98,162.0581,161.6517,0.922131,0.906909,12.7142,False,0.657955
99,163.8774,128.4493,0.925672,0.926029,11.3335,False,0.655531
100,160.3755,144.5943,0.943864,0.916732,12.0247,False,0.659358
101,160.6063,136.2179,0.96318,0.921556,11.6712,False,0.662279
102,154.5294,136.387,0.953568,0.921458,11.6785,True,0.661177
