epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,fg_mean
78,171.1452,130.5289,0.980577,0.924832,11.4249,False,0.709109
79,161.0726,137.0658,0.937658,0.921067,11.7075,False,0.70856
80,158.3422,151.9584,0.958492,0.912491,12.3271,False,0.712507
81,163.5623,132.6707,0.956539,0.923598,11.5183,False,0.710603
82,156.8257,124.9556,0.95174,0.928041,11.1784,False,0.70844
83,156.9148,141.4431,0.919057,0.918547,11.893,False,0.711395
84,158.2013,129.3821,0.965841,0.925492,11.3746,False,0.709686
85,154.8429,148.8028,0.961727,0.914308,12.1985,False,0.712647
86,155.2719,140.9709,0.973074,0.918819,11.8731,False,0.712895
87,156.2246,120.7674,0.983341,0.930453,10.9894,False,0.709104
88,153.4041,126.9242,0.983597,0.926908,11.2661,False,0.709648
89,153.5762,137.4934,0.95988,0.920821,11.7258,False,0.715294
90,151.6027,155.9876,0.95709,0.910171,12.4895,False,0.718864
91,156.2002,145.6162,0.966336,0.916143,12.0672,False,0.713235
92,152.0531,167.1717,0.979607,0.90373,12.9295,False,0.717237
93,156.3745,131.8005,0.940061,0.9241,11.4804,False,0.715701
94,148.0771,128.4525,0.951389,0.926028,11.3337,False,0.715985
95,147.1083,122.0077,0.948319,0.929739,11.0457,False,0.712705
96,146.0163,132.1464,0.941953,0.9239,11.4955,False,0.714695
97,151.7763,131.6549,0.966381,0.924183,11.4741,False,0.717116
98,149.8656,151.6888,0.969191,0.912646,12.3162,False,0.718432
99,150.4632,134.0165,0.955229,0.922823,11.5766,False,0.716564
100,145.9187,133.7077,0.957594,0.923001,11.5632,False,0.71569
101,145.0167,130.8801,0.968918,0.92463,11.4403,False,0.714115
102,140.7604,132.7,0.977544,0.923582,11.5195,True,0.720527
