epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,fg_mean
35,415.706,444.1399,0.970586,0.744231,21.0746,False,0.657076
36,402.2828,316.4671,0.881788,0.817755,17.7895,False,0.672344
37,370.286,342.9702,0.824502,0.802492,18.5195,False,0.666545
38,364.5549,305.1403,0.898736,0.824278,17.4683,False,0.651853
39,349.3304,307.2063,0.921505,0.823088,17.5273,False,0.638562
40,327.5224,279.3347,0.89234,0.839138,16.7133,False,0.641513
41,314.6857,265.8307,0.897846,0.846915,16.3043,False,0.640488
42,300.4665,243.8749,0.896204,0.859559,15.6165,False,0.638002
43,286.8632,275.5533,0.948204,0.841316,16.5998,False,0.636178
44,283.1288,268.5393,0.942959,0.845355,16.3872,False,0.641356
45,278.3476,229.6696,0.940024,0.867739,15.1549,False,0.637109
46,263.4759,203.1624,0.962635,0.883004,14.2535,False,0.636959
47,259.7344,210.3921,0.944053,0.878841,14.5049,False,0.635878
48,262.126,184.2401,0.93561,0.893901,13.5735,False,0.638908
49,251.4668,198.0028,0.93832,0.885975,14.0713,False,0.636314
50,246.5875,206.3329,0.925175,0.881178,14.3643,False,0.639791
51,242.0471,206.3683,0.938176,0.881158,14.3655,False,0.635833
52,241.0558,181.5175,0.916836,0.895469,13.4728,False,0.636566
53,235.8974,189.5795,0.894506,0.890826,13.7688,False,0.635172
54,237.5011,184.8918,0.911438,0.893526,13.5975,False,0.63758
55,229.6686,217.1018,0.9504,0.874977,14.7344,False,0.632619
56,233.915,201.4844,0.917576,0.88397,14.1945,False,0.634181
57,226.542,187.7563,0.955628,0.891876,13.7024,False,0.635129
58,228.1073,176.5234,0.944889,0.898345,13.2862,False,0.634508
59,222.3871,215.6502,0.976582,0.875813,14.685,False,0.633059
60,220.2716,178.3808,0.92646,0.897275,13.3559,False,0.633461
61,221.0593,198.5934,0.886834,0.885635,14.0923,False,0.637774
62,211.7422,172.4997,0.952447,0.900662,13.1339,False,0.634899
63,211.4721,186.1834,0.970107,0.892782,13.6449,False,0.634595
64,216.0087,180.9722,0.957458,0.895783,13.4526,False,0.635089
65,210.2722,180.6801,0.949454,0.895951,13.4417,False,0.633386
66,213.1946,178.5348,0.915497,0.897186,13.3617,False,0.634885
67,207.3786,178.838,0.934066,0.897012,13.373,False,0.635301
68,209.2596,170.6334,0.947311,0.901737,13.0627,False,0.637553
69,200.4438,166.7999,0.960097,0.903944,12.9151,False,0.635688
70,206.332,164.3401,0.961405,0.905361,12.8195,False,0.637028
71,201.8153,160.101,0.969817,0.907802,12.6531,False,0.638204
72,206.7484,169.803,0.953989,0.902215,13.0308,False,0.640712
73,196.1457,154.2071,0.955011,0.911196,12.418,False,0.638524
74,193.9625,152.8875,0.957658,0.911956,12.3648,False,0.637982
75,200.9366,177.6416,0.922861,0.897701,13.3282,False,0.637647
76,192.9464,150.4346,0.95656,0.913369,12.2652,False,0.639592
77,192.2472,185.4666,0.958891,0.893195,13.6186,False,0.643079
78,190.7623,159.63,0.949313,0.908073,12.6345,False,0.640045
79,187.2363,178.4857,0.954588,0.897215,13.3599,False,0.641618
80,184.6239,147.9222,0.944689,0.914815,12.1623,False,0.640969
81,186.3449,149.8058,0.962072,0.913731,12.2395,False,0.641992
82,185.7417,192.7029,0.913617,0.889027,13.8817,False,0.639014
83,188.9396,155.3892,0.918929,0.910515,12.4655,False,0.6411
84,181.4675,144.1467,0.953852,0.91699,12.0061,False,0.642895
85,177.6595,144.3039,0.932535,0.916899,12.0127,False,0.644061
86,177.7275,157.189,0.941965,0.909479,12.5375,False,0.642522
87,177.3235,136.7011,0.947033,0.921277,11.6919,False,0.645423
88,171.6177,159.8788,0.97419,0.90793,12.6443,False,0.645167
89,174.979,151.4913,0.964146,0.91276,12.3082,False,0.642394
90,171.3002,137.3812,0.981007,0.920886,11.721,False,0.647208
91,174.2511,146.8867,0.937315,0.915412,12.1197,False,0.64471
92,169.3284,141.9522,0.925641,0.918253,11.9144,False,0.643338
93,169.6243,206.6371,0.912291,0.881003,14.3749,False,0.641779
94,175.3858,135.953,0.969802,0.921708,11.6599,False,0.644155
95,162.5594,140.1922,0.991862,0.919267,11.8403,False,0.647169
96,160.7359,132.8365,0.959261,0.923503,11.5255,False,0.646142
97,164.8735,166.7967,0.925633,0.903946,12.915,False,0.645208
98,164.6865,136.5065,0.961479,0.921389,11.6836,False,0.644452
99,155.7378,132.3335,0.950891,0.923793,11.5036,False,0.648083
100,155.7385,150.4655,0.963152,0.913351,12.2664,False,0.647131
101,160.2986,135.6601,0.944854,0.921877,11.6473,False,0.647774
102,154.2317,129.3951,0.934244,0.925485,11.3752,False,0.648633
103,155.1431,135.0632,0.963403,0.922221,11.6217,False,0.6483
104,157.8944,129.2291,0.985777,0.92558,11.3679,False,0.650144
105,153.4851,137.8276,0.968034,0.920629,11.74,False,0.646001
106,151.0157,131.2827,0.984992,0.924398,11.4579,False,0.649511
107,155.5062,130.7954,0.963879,0.924678,11.4366,False,0.648041
108,151.6494,154.9083,0.982297,0.910792,12.4462,False,0.64827
109,148.6105,144.2748,0.959353,0.916916,12.0114,False,0.64713
110,146.7892,152.8048,0.954519,0.912004,12.3614,False,0.64827
111,150.7597,128.793,0.966338,0.925831,11.3487,False,0.650098
112,153.5174,139.4317,0.975078,0.919705,11.8081,False,0.647808
113,149.3197,127.735,0.94009,0.926441,11.302,False,0.648157
114,148.5364,119.4283,0.960684,0.931224,10.9283,False,0.646638
115,143.8433,140.2299,0.961015,0.919245,11.8419,False,0.647033
116,143.0424,128.7797,0.986208,0.925839,11.3481,False,0.649725
117,144.5816,136.444,0.979962,0.921425,11.6809,False,0.649431
118,144.519,147.3663,0.956343,0.915136,12.1395,False,0.650701
119,145.0905,132.3439,0.947647,0.923787,11.5041,False,0.648425
120,144.1636,129.3664,0.931907,0.925501,11.3739,False,0.64765
121,142.5123,163.4998,0.934315,0.905845,12.7867,False,0.643994
122,145.1425,129.6777,0.95202,0.925322,11.3876,False,0.648765
123,136.2083,136.4218,0.965395,0.921438,11.68,False,0.651801
124,142.1907,136.2396,0.953163,0.921543,11.6722,False,0.650282
125,138.1093,117.4729,0.959682,0.93235,10.8385,False,0.650658
126,138.2814,117.7068,0.950225,0.932216,10.8493,False,0.649964
127,134.0464,131.073,0.932006,0.924518,11.4487,False,0.648769
128,134.7678,149.0133,0.950022,0.914187,12.2071,False,0.647132
129,140.5766,136.5536,0.936147,0.921362,11.6856,False,0.649458
130,134.4371,161.1391,0.949043,0.907204,12.6941,False,0.647592
131,139.6075,128.2993,0.962912,0.926116,11.3269,False,0.649708
132,136.0539,124.5569,0.988461,0.928271,11.1605,False,0.652001
133,129.9135,125.6566,0.972184,0.927638,11.2097,False,0.650497
134,133.6251,138.3696,0.971144,0.920317,11.7631,False,0.647618
135,133.3853,119.9509,0.974333,0.930923,10.9522,False,0.64967
136,130.2223,123.8117,0.977118,0.9287,11.1271,False,0.651635
137,131.2896,122.6135,0.951378,0.92939,11.0731,False,0.652208
138,127.6923,124.067,0.983887,0.928553,11.1385,False,0.657245
139,132.3677,142.1458,0.944178,0.918142,11.9225,False,0.651469
140,129.0064,131.5745,1.000696,0.92423,11.4706,True,0.656745
