epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
41,240.9795,191.8339,0.978696,0.889528,13.8504,False,0.178062,0.472268
42,229.9722,233.4739,0.984127,0.865548,15.2799,False,0.173368,0.467037
43,229.5926,179.7124,0.968795,0.896508,13.4057,False,0.167262,0.465539
44,223.1944,176.3763,0.935242,0.898429,13.2807,False,0.16243,0.461992
45,221.9864,212.1642,0.954021,0.87782,14.5659,False,0.162111,0.458274
46,216.9924,180.9643,0.944839,0.895787,13.4523,False,0.154852,0.456491
47,217.7425,173.8616,0.95521,0.899878,13.1857,False,0.151952,0.450678
48,214.3695,167.8474,0.960381,0.903341,12.9556,False,0.148011,0.448021
49,211.0047,202.5095,0.992134,0.88338,14.2306,False,0.145534,0.442967
50,212.7954,171.0907,0.943165,0.901473,13.0802,False,0.138478,0.44267
51,208.1803,169.615,0.977726,0.902323,13.0236,False,0.134401,0.440797
52,204.7516,174.2675,0.930619,0.899644,13.201,False,0.13098,0.434954
53,204.4306,169.2042,0.942569,0.90256,13.0079,False,0.131076,0.436634
54,198.1015,210.7188,0.967769,0.878652,14.5162,False,0.128614,0.432419
55,210.74,179.4738,0.954912,0.896646,13.3968,False,0.129668,0.426747
56,203.9964,164.3268,0.973216,0.905368,12.819,False,0.128506,0.425496
57,196.1133,164.6989,0.955321,0.905154,12.8335,False,0.125767,0.423386
58,204.7949,158.5194,0.951253,0.908713,12.5905,False,0.127485,0.425557
59,194.0929,162.968,0.929261,0.906151,12.7659,False,0.124266,0.424341
60,192.7031,175.3271,0.930271,0.899034,13.2411,False,0.12663,0.425652
61,193.3518,155.4124,0.936742,0.910502,12.4665,False,0.12309,0.423611
62,185.7182,155.8611,0.950954,0.910244,12.4844,False,0.120545,0.423912
63,182.3407,144.9682,0.973211,0.916517,12.0403,False,0.121893,0.425512
64,182.4347,137.463,0.967239,0.920839,11.7245,False,0.118172,0.424919
65,185.7546,151.9286,0.97372,0.912508,12.3259,False,0.117125,0.424072
66,183.0891,157.1257,0.945275,0.909515,12.535,False,0.114174,0.42018
67,182.1357,138.1195,0.960047,0.920461,11.7524,False,0.114476,0.419698
68,177.4892,148.6875,0.972176,0.914375,12.1937,False,0.112781,0.421863
69,174.1875,138.5892,0.966156,0.92019,11.7724,False,0.111918,0.417369
70,168.9718,176.6546,0.979042,0.898269,13.2911,False,0.11061,0.412779
71,172.6426,142.115,0.931612,0.91816,11.9212,False,0.108833,0.416403
72,166.4956,137.9354,0.958574,0.920567,11.7446,False,0.104168,0.411458
73,167.6412,161.7353,0.962354,0.906861,12.7175,False,0.104432,0.409644
74,170.6761,127.664,0.950355,0.926482,11.2988,False,0.103961,0.412433
75,163.0345,143.5028,0.975613,0.91736,11.9793,False,0.104226,0.412647
76,164.079,140.1918,0.958959,0.919267,11.8403,False,0.102328,0.408727
77,163.0397,133.5908,0.966256,0.923068,11.5582,False,0.101599,0.40536
78,155.4102,128.7054,0.964771,0.925882,11.3448,False,0.100873,0.402755
79,158.9323,131.3461,0.945484,0.924361,11.4606,False,0.100034,0.401289
80,160.8285,146.9079,0.964556,0.9154,12.1206,False,0.100298,0.402324
81,158.5434,139.9555,0.977482,0.919403,11.8303,False,0.103917,0.399216
82,157.5438,140.5045,0.972655,0.919087,11.8535,False,0.099885,0.397157
83,160.2989,130.9372,0.958208,0.924597,11.4428,False,0.10083,0.39509
84,155.1086,136.0643,0.9626,0.921644,11.6647,False,0.100739,0.396282
85,152.4682,146.4212,0.967794,0.91568,12.1005,False,0.099932,0.393652
86,149.7181,136.3562,0.965923,0.921476,11.6772,False,0.097914,0.391562
87,154.1518,131.7569,0.957625,0.924125,11.4785,False,0.097099,0.393361
88,150.1046,137.5597,0.964367,0.920783,11.7286,False,0.101024,0.394315
89,148.5728,135.6522,0.971719,0.921881,11.647,True,0.09582,0.392794
